Timestamp,I have read the above and voluntarily agree to participate in this survey.  ,Age,Gender,Marital Status ,Higher Education Level ,Current Sector,Job Title / Position (*Senior Officer) ,Years of Work Experience ,Employment Type ,Weekly Working Hours ,Daily Communication (office to Home) Time,I have the freedom to decide how I complete my tasks. ,My workload often leaves me with little free time or energy. ,My supervisor encourages me to share new ideas. ,My organization values creativity and innovation. ,I feel psychologically safe to express new or different opinions at work. ,My job provides opportunities to learn new skills. ,I receive fair recognition for innovative work. ,My job allows flexibility to balance personal and professional life. ,I feel overburdened with repetitive tasks that reduce creativity. ,I believe my work environment supports experimentation and risk-taking. ,My current job helps me build skills useful for future independence. ,I am gaining valuable professional networks through my job. ,My job provides financial stability. ,I can save money regularly from my salary. ,I feel financially secure enough to take career risks. ,I believe my job is preparing me for greater responsibilities. ,I believe abilities can be developed through dedication and effort (growth mindset). ,I am willing to take risks to achieve greater independence. ,I often think about starting something of my own (business/project). ,I prefer stability and security over independence and risk. ,I feel motivated to innovate despite work constraints. ,I regularly suggest new ideas at my workplace. ,My job encourages entrepreneurship (innovation inside the company). ,I am involved in personal side-projects outside my job. ,I dedicate weekly time to creative or entrepreneurial work beyond my job. ,I have plans to start my own venture in the future. ,"I have already taken steps towards independence (registered business, freelancing, partnerships, etc.). ",My job hinders me from working on personal projects. ,"Without this job, I would pursue more innovative activities. ","My job has taught me how to manage projects, teams, or resources. ",I believe my job is a stepping stone toward something bigger in life. ,Barriers: (Check all that apply) ,Enablers: (Check all that apply) ,"In your own words, how has your job influenced your ability to innovate or pursue independence? ",What changes in your job/organization would help you be more creative or independent? ,Do you view your job as a constraint or a stepping stone? Why? ,Age,Age
12/15/2025 19:38:17,,,Male,Married,Bachelor’s,Education,Teacher,3–5,Permanent,30–40,1–2 hours,1,1,3,4,3,2,3,2,2,3,2,2,5,4,3,1,2,3,2,4,3,2,3,1,5,2,3,2,3,3,4,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings",Independence ,Creative ,Constraint,26–30,
12/15/2025 19:40:17,,,Male,Married,Bachelor’s,Other,Lawyer ,3–5,Permanent,30–40,"30–60 mins,",2,1,1,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2,1,1,4,3,2,5,3,3,5,1,2,2,5,"Lack of financial security, Family responsibilities","Supportive boss/organization, Skills and knowledge from current job",Innovation ,Independent ,Constraint ,18-25,
12/15/2025 19:41:57,,,Male,Widowed,Bachelor’s,Other,Lawyer ,6–10,Permanent,30–40,1–2 hours,3,1,2,4,4,4,4,3,3,4,3,3,4,2,5,1,2,4,2,3,5,3,4,3,4,2,3,3,4,4,4,"Lack of time, Lack of financial security, Family responsibilities","Financial savings, Skills and knowledge from current job",,,,31–35,
12/15/2025 19:43:39,,,Female,Married,Master’s,Other,Lawyer ,6–10,Permanent,30–40,1–2 hours,3,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,2,2,4,2,4,2,3,3,5,2,3,4,3,2,3,"Lack of time, Lack of financial security","Supportive boss/organization, Skills and knowledge from current job, Motivation/passion",Innovative ,Creative ,Stepping stone,31–35,
12/15/2025 19:45:33,,,Male,Married,Bachelor’s,Other,Content writer,3–5,Permanent,Less than 30,"30–60 mins,",3,2,3,3,2,2,2,4,3,4,3,3,3,3,4,3,3,4,4,4,3,3,3,4,4,2,2,2,4,4,4,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job",Independence ,Most creative ,Constraint,31–35,
12/15/2025 19:47:26,,,Male,Married,HSC,Public,Nurse,3–5,Permanent,41–50,"30–60 mins,",2,1,2,4,2,4,2,3,5,5,2,3,4,5,4,3,1,2,4,1,3,1,1,4,3,3,2,3,3,1,1,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,41–50,
12/15/2025 19:49:13,,,Male,Married,Bachelor’s,Healthcare,Health assistant ,3–5,Permanent,30–40,"30–60 mins,",1,1,2,2,3,3,2,3,1,3,3,1,2,3,4,2,1,3,3,5,3,3,3,3,3,4,4,3,4,4,4,"Lack of time, Lack of financial security, Fear of risk/failure","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Networks and contacts, Motivation/passion",,,,26–30,
12/15/2025 19:50:44,,,Male,Single,HSC,Other,Content writer,3–5,Permanent,Less than 30,"30–60 mins,",2,2,4,3,2,4,2,3,4,5,3,3,3,4,1,2,2,3,1,1,5,2,4,4,4,4,3,4,4,2,3,"Lack of time, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,18-25,
12/15/2025 20:45:29,,,Male,Married,Bachelor’s,Private,Field supervisor ,6–10,Permanent,30–40,"30–60 mins,",1,2,2,3,4,5,4,4,3,3,2,4,5,3,5,2,4,4,4,5,4,3,4,3,4,5,4,4,3,4,2,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Networks and contacts",Independence ,Creative ,Stepping stone,26–30,
12/15/2025 20:46:56,,,Female,Married,Bachelor’s,Public,Development officer,6–10,Permanent,30–40,1–2 hours,2,4,3,2,2,3,3,3,5,5,2,4,2,3,4,3,1,1,2,3,5,1,2,4,4,4,1,4,2,3,3,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Motivation/passion",,,,36–40,
12/15/2025 20:48:30,,,Male,Married,Bachelor’s,Private,Field supervisor ,3–5,Permanent,30–40,1–2 hours,2,4,2,3,3,4,4,2,4,3,2,4,3,2,3,4,1,3,4,4,2,3,3,4,2,3,4,4,4,3,4,"Lack of time, Family responsibilities, Fear of risk/failure","Financial savings, Skills and knowledge from current job, Networks and contacts, Motivation/passion",,,,26–30,
12/15/2025 20:49:52,,,Male,Married,Bachelor’s,Healthcare,Health assistant ,3–5,Permanent,41–50,"30–60 mins,",2,3,5,3,2,4,1,3,3,4,2,4,3,3,1,1,2,4,4,3,4,2,3,5,2,4,5,5,4,3,3,"Lack of time, Lack of financial security, Family responsibilities","Financial savings, Skills and knowledge from current job, Networks and contacts, Motivation/passion",,,,36–40,
12/15/2025 20:51:26,,,Male,Married,Bachelor’s,Private,Junior officer,3–5,Permanent,30–40,"30–60 mins,",2,3,3,4,2,5,4,3,4,5,3,4,3,1,3,5,2,3,3,4,5,2,5,4,3,5,4,3,2,3,4,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,36–40,
12/15/2025 20:53:29,,,Male,Married,Bachelor’s,Public,Senior officer,6–10,Permanent,30–40,"30–60 mins,",3,2,3,4,5,5,4,4,3,3,2,3,4,4,3,2,1,4,5,1,2,1,4,4,5,4,5,3,3,5,2,"Lack of time, Lack of financial security","Supportive boss/organization, Financial savings",,,,31–35,
12/15/2025 20:55:44,,,Male,Married,Bachelor’s,Private,Graphics designer,6–10,Permanent,30–40,"30–60 mins,",2,3,4,4,3,2,2,4,5,3,2,3,3,3,4,3,2,3,3,3,5,1,5,2,4,5,2,4,4,3,3,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Skills and knowledge from current job, Networks and contacts",,,,36–40,
12/15/2025 20:58:28,,,Male,Married,Master’s,Education,Senior officer,6–10,Permanent,30–40,1–2 hours,2,3,2,1,3,4,3,4,3,4,3,3,2,1,2,5,1,4,4,4,2,1,4,4,3,3,3,5,4,3,5,"Lack of time, Lack of financial security","Supportive boss/organization, Networks and contacts",,,,36–40,
12/15/2025 21:00:26,,,Female,Married,HSC,Healthcare,Field worker,11–15,Permanent,41–50,"30–60 mins,",2,3,1,2,3,2,3,1,3,3,1,3,4,3,2,1,2,4,2,1,3,2,2,3,3,1,3,4,4,4,4,"Lack of time, Lack of financial security","Supportive boss/organization, Financial savings",,,,41–50,
12/15/2025 21:05:24,,,Male,Married,HSC,Garments,Worker,3–5,Permanent,30–40,1–2 hours,2,1,1,2,2,3,2,2,2,4,2,4,3,2,2,3,2,3,3,2,3,3,2,3,4,4,2,3,4,4,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,31–35,
12/15/2025 21:07:08,,,Male,Married,Bachelor’s,Finance,Accountant officer,6–10,Permanent,30–40,"30–60 mins,",2,2,1,1,1,2,3,2,4,4,2,2,5,3,2,3,2,3,3,1,5,2,3,3,3,3,2,2,2,3,4,"Lack of time, Lack of financial security, Family responsibilities","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",,,,36–40,
12/15/2025 23:42:23,,,Male,Single,Bachelor’s,Healthcare,Nurse,0–2,Permanent,30–40,"30–60 mins,",3,5,2,3,3,4,3,4,4,5,4,4,4,4,4,5,3,3,5,3,5,5,4,3,3,4,4,5,2,2,4,"Family responsibilities, Fear of risk/failure","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,18-25,
12/15/2025 23:43:41,,,Male,Married,Master’s,Education,Teacher ,3–5,Permanent,30–40,1–2 hours,5,4,4,5,5,3,4,5,5,4,4,4,5,4,4,4,4,4,4,5,3,4,4,3,2,4,5,4,4,3,1,"Lack of financial security, Family responsibilities, Unsupportive organization","Supportive boss/organization, Skills and knowledge from current job, Networks and contacts",Stress blocks.,Need chances.,Mostly stepping.,26–30,
12/15/2025 23:44:56,,,Male,Married,Master’s,Education,Teacher ,6–10,Permanent,30–40,"30–60 mins,",4,4,3,4,4,4,3,4,4,4,4,4,3,5,4,4,3,4,4,4,4,5,4,4,4,5,5,3,4,5,5,"Lack of financial security, Fear of risk/failure, Unsupportive organization","Supportive boss/organization, Networks and contacts, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,31–35,
12/15/2025 23:46:22,,,Male,Married,Master’s,Private,Banker,6–10,Permanent,30–40,1–2 hours,3,4,3,4,5,3,4,4,4,4,4,5,4,5,5,4,5,3,5,4,2,4,2,3,4,4,3,3,4,4,5,"Lack of time, Fear of risk/failure, Unsupportive organization","Financial savings, Skills and knowledge from current job, Networks and contacts, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,36–40,
12/15/2025 23:47:36,,,Male,Married,Master’s,Private,Banker,11–15,Permanent,Less than 30,More than 2 hours,2,4,3,3,3,4,3,5,3,5,3,3,3,3,5,4,4,3,4,5,2,4,5,4,3,4,4,4,5,3,4,"Lack of financial security, Family responsibilities, Unsupportive organization","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,41–50,
12/15/2025 23:48:52,,,Female,Married,Master’s,Private,Bank manager,16+,Permanent,30–40,1–2 hours,5,4,4,4,4,4,4,4,5,4,4,3,3,4,4,2,4,3,2,2,5,4,4,1,5,5,4,3,4,5,4,"Lack of financial security, Fear of risk/failure, Lack of skills","Financial savings, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,51+,
12/15/2025 23:50:24,,,Male,Single,SSC or Less,Private,Office boy,0–2,Part-time,30–40,More than 2 hours,3,5,4,4,5,5,4,2,4,4,5,3,5,2,4,2,4,3,4,4,4,4,5,4,5,5,4,4,4,5,4,"Lack of time, Lack of financial security, Family responsibilities, Lack of skills","Financial savings, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",Stress blocks.,Need chances.,Mostly stepping.,18-25,
12/15/2025 23:51:39,,,Female,Married,Master’s,Private,Banker,3–5,Permanent,30–40,1–2 hours,3,2,2,4,5,4,1,3,4,4,3,2,3,3,3,3,4,4,5,3,4,3,3,4,5,2,2,4,2,3,4,"Lack of financial security, Family responsibilities, Unsupportive organization","Financial savings, Networks and contacts, Motivation/passion",Stress blocks.,Need chances,Mostly stepping.,26–30,
12/15/2025 23:57:53,,,Female,Married,Master’s,Education,Teacher ,16+,Permanent,30–40,"30–60 mins,",3,5,3,4,5,5,5,3,4,3,3,5,4,3,2,3,4,4,3,4,4,2,4,4,4,3,2,3,4,5,2,"Family responsibilities, Fear of risk/failure","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,41–50,
12/16/2025 0:01:45,,,Male,Married,PhD+=,Healthcare,Doctor ,16+,Permanent,Less than 30,More than 2 hours,4,4,4,5,3,1,2,3,4,4,4,1,2,2,3,5,4,4,4,2,3,4,5,3,5,3,4,3,3,5,4,"Family responsibilities, Unsupportive organization","Supportive boss/organization, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Stress blocks.,Need chances.,Mostly stepping.,51+,
12/16/2025 15:18:37,,,Female,Married,Bachelor’s,Public,Assistant Director ,6–10,Permanent,30–40,More than 2 hours,2,4,2,3,3,5,2,5,4,2,2,2,4,1,4,5,2,4,1,5,5,2,4,3,3,5,3,3,4,1,2,"Lack of time, Lack of financial security, Family responsibilities",Skills and knowledge from current job,,,,31–35,
12/16/2025 15:20:00,,,Male,Married,Bachelor’s,Education,Teacher,6–10,Permanent,30–40,1–2 hours,2,3,4,1,3,5,2,2,4,3,1,2,3,1,2,3,3,5,3,2,3,3,2,2,3,3,5,4,2,2,3,"Lack of time, Lack of financial security, Family responsibilities","Financial savings, Skills and knowledge from current job, Networks and contacts",,,,41–50,
12/16/2025 15:22:31,,,Female,Married,HSC,Other,Business ,6–10,Permanent,Less than 30,"30–60 mins,",3,2,2,2,4,2,4,3,5,3,2,3,2,3,4,5,1,3,2,5,4,1,3,4,2,4,5,1,3,3,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Networks and contacts",,,,41–50,
12/16/2025 15:24:20,,,Male,Single,SSC or Less,Private,Worker,3–5,Permanent,41–50,"30–60 mins,",2,2,2,3,1,4,1,2,1,4,2,2,3,4,1,2,4,2,2,3,3,1,2,3,4,2,2,2,3,4,3,"Lack of time, Family responsibilities, Fear of risk/failure","Networks and contacts, Access to resources (labs, tools, internet, etc.), Motivation/passion",,,,26–30,
12/16/2025 15:27:47,,,Female,Widowed,HSC,Other,Beautician ,3–5,Permanent,Less than 30,"30–60 mins,",1,2,2,5,4,4,2,1,3,3,1,4,3,2,3,3,5,3,2,2,3,2,3,4,3,3,4,5,4,3,2,"Lack of time, Lack of financial security","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,31–35,
12/16/2025 15:30:59,,,Male,Married,SSC or Less,Garments,Worker,6–10,Contract,30–40,1–2 hours,1,3,5,2,4,1,2,3,1,5,2,1,4,3,4,2,1,2,4,4,3,2,2,5,5,1,2,4,4,1,3,"Lack of time, Lack of financial security","Financial savings, Skills and knowledge from current job, Motivation/passion",,,,31–35,
12/16/2025 17:12:36,,,Male,Married,Master’s,Public,Head master,16+,Permanent,30–40,"30–60 mins,",1,2,2,2,3,3,4,5,4,2,1,2,5,4,3,3,2,4,3,3,4,3,3,3,2,4,3,5,2,3,5,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Networks and contacts, Motivation/passion",,,,51+,
12/16/2025 17:14:04,,,Female,Married,HSC,Private,Junior officer,6–10,Permanent,30–40,1–2 hours,2,4,1,2,4,1,2,3,5,3,2,2,5,4,2,2,2,4,2,4,5,1,3,5,2,3,3,4,5,4,3,"Lack of financial security, Family responsibilities","Supportive boss/organization, Access to resources (labs, tools, internet, etc.)",,,,26–30,
12/16/2025 17:15:21,,,Male,Married,Bachelor’s,Education,Teacher,3–5,Permanent,30–40,"30–60 mins,",2,5,1,1,2,2,2,3,3,4,1,4,3,4,2,3,1,2,3,5,3,2,3,3,4,3,2,3,4,4,3,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure",Motivation/passion,,,,41–50,
12/16/2025 17:16:52,,,Male,Married,Bachelor’s,Private,Departmental officer ,3–5,Permanent,41–50,"30–60 mins,",2,2,4,2,3,2,2,5,5,2,1,4,3,3,1,3,1,1,1,2,4,1,2,3,3,3,3,5,5,4,1,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Networks and contacts, Motivation/passion",,,,26–30,
12/16/2025 19:25:06,,,Male,Divorced,Bachelor’s,Private,Assistant Director ,6–10,Permanent,30–40,"30–60 mins,",1,2,3,3,2,3,3,4,2,3,1,4,5,1,2,3,1,1,1,4,1,2,4,2,2,2,3,4,5,3,2,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Motivation/passion",,,,41–50,
12/16/2025 19:26:36,,,Female,Married,HSC,Garments,Worker ,0–2,Permanent,30–40,1–2 hours,1,2,3,1,3,1,4,2,5,1,1,3,4,3,4,1,1,2,2,2,4,1,2,4,2,2,3,3,4,4,2,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Motivation/passion",,,,26–30,
12/16/2025 19:28:00,,,Male,Single,HSC,Tech,Technical assistant ,3–5,Permanent,41–50,"30–60 mins,",3,2,1,2,1,2,3,4,1,2,1,1,3,4,4,3,1,3,3,2,4,2,3,4,2,2,3,4,3,2,2,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,36–40,
12/16/2025 19:29:26,,,Male,Married,Bachelor’s,Private,Junior officer,0–2,Permanent,30–40,1–2 hours,1,2,2,1,2,3,3,5,4,4,1,3,4,2,2,3,1,2,2,3,3,2,4,3,2,3,3,4,2,3,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings",,,,31–35,
12/16/2025 19:32:26,,,Male,Widowed,Bachelor’s,Private,Accountant,3–5,Permanent,30–40,"30–60 mins,",2,3,2,4,2,2,4,4,2,2,3,4,4,3,3,2,2,2,4,3,2,2,3,4,4,3,3,3,2,4,4,"Lack of time, Lack of financial security","Supportive boss/organization, Motivation/passion",,,,26–30,
12/16/2025 19:35:16,,,Female,Widowed,Bachelor’s,Private,Fashion designer ,3–5,Permanent,30–40,"30–60 mins,",2,3,1,4,1,4,2,2,4,5,1,4,2,2,5,2,1,1,2,3,2,1,2,3,2,1,3,5,5,4,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Access to resources (labs, tools, internet, etc.), Motivation/passion",Independence ,Creative ,Constraints,36–40,
12/16/2025 19:36:37,,,Male,Single,SSC or Less,Other,Driver,3–5,Contract,30–40,"30–60 mins,",2,2,3,4,3,2,3,3,3,4,2,1,1,2,4,2,2,3,2,3,5,2,2,4,3,4,3,4,3,3,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Access to resources (labs, tools, internet, etc.), Motivation/passion",,,,18-25,
12/16/2025 19:38:26,,,Female,Divorced,Bachelor’s,Public,Consultant ,3–5,Permanent,30–40,1–2 hours,1,1,2,3,4,5,4,4,4,4,1,1,3,3,4,5,1,2,4,3,5,3,3,3,4,3,4,3,4,4,1,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings, Networks and contacts",Independence ,Creative ,Stepping stone,31–35,
12/16/2025 19:42:33,,,Female,Widowed,Bachelor’s,NGO,supervisor ,3–5,Contract,30–40,"30–60 mins,",2,1,1,2,2,3,4,3,1,3,1,3,3,2,4,2,1,4,4,2,2,2,3,5,4,2,3,3,2,4,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Networks and contacts, Motivation/passion",Innovate,Independent ,Stepping stone,36–40,
12/16/2025 21:23:49,,,Male,Married,HSC,Public,Army,0–2,Permanent,41–50,"30–60 mins,",1,2,3,4,3,2,4,2,5,3,1,4,4,2,3,4,1,2,3,4,2,1,3,3,5,5,1,1,4,4,2,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Networks and contacts",,,,18-25,
12/16/2025 21:25:43,,,Male,Married,Bachelor’s,Private,Journalist ,3–5,Part-time,30–40,"30–60 mins,",1,2,1,2,2,3,1,2,4,2,3,1,3,2,2,4,2,2,2,3,2,2,2,3,3,2,4,2,2,4,4,"Lack of time, Lack of financial security, Fear of risk/failure","Supportive boss/organization, Financial savings, Motivation/passion",,,,26–30,
12/16/2025 21:27:45,,,Male,Married,Bachelor’s,Public,Consultant ,3–5,Permanent,30–40,1–2 hours,2,1,1,1,2,2,3,2,2,5,2,3,3,2,2,1,2,3,3,3,2,2,4,3,2,2,2,3,4,3,4,Lack of financial security,"Financial savings, Skills and knowledge from current job",Independence ,Creative ,Constraint ,31–35,
12/16/2025 21:29:25,,,Male,Married,Bachelor’s,Education,Teacher,3–5,Permanent,30–40,1–2 hours,2,1,2,4,4,5,5,3,4,5,2,1,3,5,5,4,2,4,3,2,5,2,4,2,4,2,3,4,4,5,5,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Motivation/passion",,,,31–35,
12/16/2025 21:30:43,,,Male,Married,Master’s,Private,Banker,11–15,Permanent,30–40,1–2 hours,1,5,4,5,3,2,4,2,4,5,1,5,4,3,3,4,2,5,4,4,3,3,4,5,4,4,4,2,3,3,5,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",,,,26–30,
12/16/2025 21:32:27,,,Female,Married,Bachelor’s,Public,Teacher,6–10,Permanent,30–40,More than 2 hours,4,4,3,2,3,3,5,4,3,5,1,4,2,3,2,4,3,4,4,4,4,2,3,3,4,4,3,3,5,4,4,"Lack of time, Lack of financial security, Fear of risk/failure","Networks and contacts, Access to resources (labs, tools, internet, etc.), Motivation/passion",,,,26–30,
12/16/2025 21:33:51,,,Male,Married,Bachelor’s,Private,Senior officer,3–5,Permanent,30–40,1–2 hours,5,3,1,1,3,5,2,4,3,3,3,3,4,2,3,5,2,2,4,4,3,3,4,3,2,1,4,2,4,3,2,Family responsibilities,"Supportive boss/organization, Financial savings, Motivation/passion",,,,26–30,
12/16/2025 21:35:15,,,Male,Married,Master’s,Healthcare,Researcher ,3–5,Permanent,30–40,"30–60 mins,",2,4,3,2,4,3,4,1,5,5,3,4,3,5,2,4,4,3,4,3,3,4,4,4,4,2,1,4,3,5,5,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings, Access to resources (labs, tools, internet, etc.)",,,,18-25,
12/16/2025 21:37:46,,,Male,Married,PhD+=,Private,Researcher ,6–10,Permanent,30–40,1–2 hours,2,3,4,3,4,2,2,2,5,5,3,5,1,3,5,5,3,4,2,2,5,4,4,3,2,4,2,3,3,3,3,"Lack of time, Lack of financial security, Unsupportive organization, Lack of skills","Supportive boss/organization, Skills and knowledge from current job, Networks and contacts, Motivation/passion",,,,36–40,
12/16/2025 21:41:45,,,Female,Married,Master’s,Private,Research assistant,6–10,Permanent,30–40,"30–60 mins,",3,3,2,4,2,3,3,3,1,1,1,2,3,3,3,3,3,4,4,3,5,3,3,3,3,4,3,4,4,1,3,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.)",Independence ,Creative ,Constraint ,41–50,
12/16/2025 21:45:49,,,Male,Married,Bachelor’s,Private,Data collector,6–10,Permanent,30–40,"30–60 mins,",2,2,3,4,1,4,2,3,4,2,2,4,4,3,2,3,4,1,4,2,4,1,2,4,1,2,2,5,5,2,2,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Access to resources (labs, tools, internet, etc.), Motivation/passion",Independence ,Creative ,Constraint ,31–35,
12/16/2025 21:47:42,,,Male,Married,Bachelor’s,Private,Data collector,0–2,Part-time,30–40,"30–60 mins,",1,2,3,3,3,4,5,4,2,3,3,5,4,1,3,4,4,3,3,3,5,3,3,4,3,1,3,4,3,3,4,"Lack of time, Lack of financial security","Supportive boss/organization, Financial savings, Motivation/passion",,,,31–35,
12/16/2025 21:49:36,,,Male,Married,Master’s,Private,CEO,16+,Permanent,41–50,1–2 hours,2,3,4,2,4,5,5,4,3,1,2,1,2,3,4,5,3,4,1,2,4,1,2,3,5,2,4,3,5,3,4,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure, Unsupportive organization, Lack of skills","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Networks and contacts, Access to resources (labs, tools, internet, etc.), Motivation/passion",Independence independent ,,Constraint ,51+,
12/16/2025 21:51:28,,,Male,Married,Master’s,Private,Managing Director ,6–10,Permanent,Less than 30,"30–60 mins,",2,1,2,3,4,4,3,1,3,4,2,2,3,4,1,5,3,2,3,3,5,4,2,4,4,2,4,3,4,4,4,"Lack of time, Family responsibilities","Skills and knowledge from current job, Access to resources (labs, tools, internet, etc.), Motivation/passion",Innovate,Creative ,Constraint ,36–40,
12/16/2025 22:30:31,,,Male,Married,Bachelor’s,Private,Senior officer,6–10,Permanent,30–40,"30–60 mins,",2,2,1,1,3,4,4,3,3,5,2,3,3,2,2,4,3,4,4,3,3,4,4,4,3,4,1,2,4,4,3,"Lack of time, Lack of financial security, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Networks and contacts",,,,41–50,
12/16/2025 22:32:51,,,Male,Single,Bachelor’s,Public,Banker,3–5,Permanent,30–40,1–2 hours,1,2,5,3,2,4,1,3,4,5,2,4,5,4,2,1,4,4,3,4,2,4,4,4,2,3,1,3,4,3,3,"Lack of financial security, Family responsibilities, Fear of risk/failure",Skills and knowledge from current job,,,,31–35,
12/16/2025 22:34:14,,,Male,Married,Master’s,Public,Doctor ,6–10,Permanent,41–50,"30–60 mins,",2,2,2,5,5,3,4,2,5,3,2,4,5,3,1,4,3,4,4,3,2,4,3,5,4,1,2,5,2,4,4,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,41–50,
12/16/2025 22:35:43,,,Male,Married,Bachelor’s,Other,journalist ,3–5,Part-time,41–50,1–2 hours,2,2,2,3,3,2,5,5,3,2,3,2,4,2,2,2,2,3,3,2,3,5,3,1,2,5,1,3,3,1,3,"Lack of time, Lack of financial security, Family responsibilities","Financial savings, Networks and contacts",,,,31–35,
12/16/2025 22:37:12,,,Male,Married,Bachelor’s,Private,Doctor ,3–5,Permanent,30–40,More than 2 hours,2,5,5,1,2,5,4,4,3,4,2,2,4,3,5,4,3,4,4,3,2,4,1,3,5,3,3,4,2,3,5,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Skills and knowledge from current job, Networks and contacts",,,,31–35,
12/16/2025 22:39:31,,,Female,Widowed,Bachelor’s,Private,Teacher ,0–2,Permanent,30–40,1–2 hours,2,2,3,3,3,4,3,3,2,1,4,3,4,2,3,5,3,3,3,3,5,4,5,5,4,2,5,4,5,4,4,"Lack of time, Lack of financial security, Family responsibilities, Fear of risk/failure","Supportive boss/organization, Financial savings, Skills and knowledge from current job",,,,31–35,
12/16/2025 22:42:55,,,Male,Single,Bachelor’s,Private,Sales representative,0–2,Permanent,30–40,1–2 hours,1,4,5,4,4,2,3,4,4,3,2,4,5,3,3,4,4,4,4,2,2,5,4,4,3,4,3,4,3,4,3,Lack of time,"Supportive boss/organization, Motivation/passion",,,,36–40,
12/16/2025 22:45:18,,,Female,Divorced,Master’s,Private,Assistant manager,6–10,Permanent,30–40,"30–60 mins,",3,4,5,5,3,4,5,4,4,5,1,3,4,4,4,3,4,4,4,4,4,2,3,4,1,1,1,2,3,4,3,"Lack of time, Family responsibilities","Supportive boss/organization, Financial savings, Skills and knowledge from current job, Networks and contacts, Access to resources (labs, tools, internet, etc.), Motivation/passion",Innovative ,Creative ,Constraint ,36–40,
